Sr. No.,Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)",CAP
"1,599",RKEC,RKEC Projects Limited,11875,SMALLCAP
"1,600",RELCHEMQ,Reliance Chemotex Industries Limited,11870,SMALLCAP
"1,601",DIL,Debock Industries Limited,11848,SMALLCAP
"1,602",ATALREAL,Atal Realtech Limited,11782,SMALLCAP
"1,603",KOHINOOR,Kohinoor Foods Limited,11696,SMALLCAP
"1,604",SALSTEEL,S.A.L. Steel Limited,11640,SMALLCAP
"1,605",A2ZINFRA,A2Z Infra Engineering Limited,11624,SMALLCAP
"1,606",TARACHAND,Tara Chand InfraLogistic Solutions Limited,11598,SMALLCAP
"1,607",INDOWIND,Indowind Energy Limited,11559,SMALLCAP
"1,608",BLBLIMITED,BLB Limited,11498,SMALLCAP
"1,609",FRETAIL,Future Retail Limited,11388,SMALLCAP
"1,610",ROML,Raj Oil Mills Limited,11361,SMALLCAP
"1,611",SURANAT&P,Surana Telecom and Power Limited,11336,SMALLCAP
"1,612",ALPA,Alpa Laboratories Limited,11320,SMALLCAP
"1,613",SUNDRMBRAK,Sundaram Brake Linings Limited,11143,SMALLCAP
"1,614",PARIN,Parin Furniture Limited,11057,SMALLCAP
"1,615",NILASPACES,Nila Spaces Limited,11029,SMALLCAP
"1,616",AHLADA,Ahlada Engineers Limited,10970,SMALLCAP
"1,617",MAGNUM,Magnum Ventures Limited,10942,SMALLCAP
"1,618",REMSONSIND,Remsons Industries Limited,10918,SMALLCAP
"1,619",STARTECK,Starteck Finance Limited,10882,SMALLCAP
"1,620",BOHRAIND,Bohra Industries Limited,10866,SMALLCAP
"1,621",COMPINFO,Compuage Infocom Limited,10850,SMALLCAP
"1,622",CORALFINAC,Coral India Finance & Housing Limited,10801,SMALLCAP
"1,623",MRO-TEK,MRO-TEK Realty Limited,10706,SMALLCAP
"1,624",SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,10641,SMALLCAP
"1,625",ZEELEARN,Zee Learn Limited,10598,SMALLCAP
"1,626",SADBHIN,Sadbhav Infrastructure Project Limited,10567,SMALLCAP
"1,627",BALPHARMA,Bal Pharma Limited,10520,SMALLCAP
"1,628",NIRAJ,Niraj Cement Structurals Limited,10400,SMALLCAP
"1,629",GSTL,Globesecure Technologies Limited,10365,SMALLCAP
"1,630",OBCL,Orissa Bengal Carrier Limited,10299,SMALLCAP
"1,631",TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,10169,SMALLCAP
"1,632",ARCHIDPLY,Archidply Industries Limited,10072,SMALLCAP
"1,633",JHS,JHS Svendgaard Laboratories Limited,10060,SMALLCAP
"1,634",SITINET,Siti Networks Limited,10029,SMALLCAP
"1,635",MUKTAARTS,Mukta Arts Limited,10017,SMALLCAP
"1,636",CMNL,Chaman Metallics Limited,10016,SMALLCAP
"1,637",GAYAPROJ,Gayatri Projects Limited,10015,SMALLCAP
"1,638",AKG,Akg Exim Limited,9994,SMALLCAP
"1,639",FCONSUMER,Future Consumer Limited,9985,SMALLCAP
"1,640",PALASHSECU,Palash Securities Limited,9908,SMALLCAP
"1,641",CCHHL,Country Club Hospitality & Holidays Limited,9890,SMALLCAP
"1,642",SIGIND,Signet Industries Limited,9847,SMALLCAP
"1,643",AIROLAM,Airo Lam limited,9811,SMALLCAP
"1,644",WELINV,Welspun Investments and Commercials Limited,9790,SMALLCAP
"1,645",LEMERITE,Le Merite Exports Limited,9780,SMALLCAP
"1,646",CTE,Cambridge Technology Enterprises Limited,9766,SMALLCAP
"1,647",UNIVASTU,Univastu India Limited,9745,SMALLCAP
"1,648",SUNDARAM,Sundaram Multi Pap Limited,9714,SMALLCAP
"1,649",MANAKCOAT,Manaksia Coated Metals & Industries Limited,9699,SMALLCAP
"1,650",ARVEE,Arvee Laboratories (India) Limited,9698,SMALLCAP
"1,651",SECURCRED,SecUR Credentials Limited,9650,SMALLCAP
"1,652",ASTRON,Astron Paper & Board Mill Limited,9602,SMALLCAP
"1,653",FLFL,Future Lifestyle Fashions Limited,9584,SMALLCAP
"1,654",STEELCITY,Steel City Securities Limited,9540,SMALLCAP
"1,655",LLOYDS,Lloyds Luxuries Limited,9450,SMALLCAP
"1,656",GANGESSECU,Ganges Securities Limited,9448,SMALLCAP
"1,657",INDBANK,Indbank Merchant Banking Services Limited,9364,SMALLCAP
"1,658",SUMIT,Sumit Woods Limited,9329,SMALLCAP
"1,659",FIBERWEB,Fiberweb (India) Limited,9329,SMALLCAP
"1,660",ALKALI,Alkali Metals Limited,9317,SMALLCAP
"1,661",LASA,Lasa Supergenerics Limited,9294,SMALLCAP
"1,662",JAIPURKURT,Nandani Creation Limited,9239,SMALLCAP
"1,663",MHHL,Mohini Health & Hygiene Limited,9218,SMALLCAP
"1,664",BAHETI,Baheti Recycling Industries Limited,9171,SMALLCAP
"1,665",DGCONTENT,Digicontent Limited,9106,SMALLCAP
"1,666",VMARCIND,V Marc India Limited,9069,SMALLCAP
"1,667",PKTEA,The Peria Karamalai Tea & Produce Company Limited,9057,SMALLCAP
"1,668",DAMODARIND,Damodar Industries Limited,9029,SMALLCAP
"1,669",NECCLTD,North Eastern Carrying Corporation Limited,8985,SMALLCAP
"1,670",CAPTRUST,Capital Trust Limited,8950,SMALLCAP
"1,671",MITCON,MITCON Consultancy & Engineering Services Limited,8925,SMALLCAP
"1,672",TIRUPATIFL,Tirupati Forge Limited,8918,SMALLCAP
"1,673",IL&FSTRANS,IL&FS Transportation Networks Limited,8882,SMALLCAP
"1,674",SRPL,Shree Ram Proteins Limited,8836,SMALLCAP
"1,675",SURYALAXMI,Suryalakshmi Cotton Mills Limited,8810,SMALLCAP
"1,676",CEREBRAINT,Cerebra Integrated Technologies Limited,8786,SMALLCAP
"1,677",KSHITIJPOL,Kshitij Polyline Limited,8738,SMALLCAP
"1,678",LAGNAM,Lagnam Spintex Limited,8728,SMALLCAP
"1,679",ANLON,Anlon Technology Solutions Limited,8727,SMALLCAP
"1,680",AMJLAND,Amj Land Holdings Limited,8692,SMALLCAP
"1,681",BINANIIND,Binani Industries Limited,8688,SMALLCAP
"1,682",PROLIFE,Prolife Industries Limited,8639,SMALLCAP
"1,683",INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,8534,SMALLCAP
"1,684",SHAHALLOYS,Shah Alloys Limited,8513,SMALLCAP
"1,685",AMDIND,AMD Industries Limited,8510,SMALLCAP
"1,686",OMAXAUTO,Omax Autos Limited,8463,SMALLCAP
"1,687",TOKYOPLAST,Tokyo Plast International Limited,8447,SMALLCAP
"1,688",GROBTEA,The Grob Tea Company Limited,8444,SMALLCAP
"1,689",ANIKINDS,Anik Industries Limited,8423,SMALLCAP
"1,690",SURANASOL,Surana Solar Limited,8390,SMALLCAP
"1,691",FIDEL,Fidel Softech Limited,8388,SMALLCAP
"1,692",MAHASTEEL,Mahamaya Steel Industries Limited,8357,SMALLCAP
"1,693",AURDIS,Aurangabad Distillery Limited,8282,SMALLCAP
"1,694",SIMBHALS,Simbhaoli Sugars Limited,8235,SMALLCAP
"1,695",GAL,Gyscoal Alloys Limited,8143,SMALLCAP
"1,696",GICL,Globe International Carriers Limited,8140,SMALLCAP
"1,697",KALYANIFRG,Kalyani Forge Limited,8109,SMALLCAP
"1,698",HINDCON,Hindcon Chemicals Limited,8103,SMALLCAP
"1,699",CORDSCABLE,Cords Cable Industries Limited,8099,SMALLCAP
"1,700",YAARI,Yaari Digital Integrated Services Limited,8006,SMALLCAP
"1,701",SONAMCLOCK,Sonam Clock Limited,7986,SMALLCAP
"1,702",MAHICKRA,Mahickra Chemicals Limited,7960,SMALLCAP
"1,703",HPIL,Hindprakash Industries Limited,7917,SMALLCAP
"1,704",LPDC,Landmark Property Development Company Limited,7914,SMALLCAP
"1,705",DBSTOCKBRO,DB (International) Stock Brokers Limited,7893,SMALLCAP
"1,706",AUSOMENT,Ausom Enterprise Limited,7765,SMALLCAP
"1,707",BALLARPUR,Ballarpur Industries Limited,7761,SMALLCAP
"1,708",AVSL,AVSL Industries Limited,7730,SMALLCAP
"1,709",SPMLINFRA,SPML Infra Limited,7676,SMALLCAP
"1,710",BANKA,Banka BioLoo Limited,7560,SMALLCAP
"1,711",GOLDENTOBC,Golden Tobacco Limited,7554,SMALLCAP
"1,712",GTL,GTL Limited,7550,SMALLCAP
"1,713",ENERGYDEV,Energy Development Company Limited,7481,SMALLCAP
"1,714",PANACHE,Panache Digilife Limited,7470,SMALLCAP
"1,715",PIGL,Power & Instrumentation (Gujarat) Limited,7454,SMALLCAP
"1,716",DELTAMAGNT,Delta Manufacturing Limited,7444,SMALLCAP
"1,717",SHRADHA,Shradha Infraprojects Limited,7411,SMALLCAP
"1,718",PIONEEREMB,Pioneer Embroideries Limited,7390,SMALLCAP
"1,719",GLOBALVECT,Global Vectra Helicorp Limited,7378,SMALLCAP
"1,720",BAGFILMS,B.A.G Films and Media Limited,7317,SMALLCAP
"1,721",WIPL,The Western India Plywoods Limited,7269,SMALLCAP
"1,722",NITIRAJ,Nitiraj Engineers Limited,7263,SMALLCAP
"1,723",BEARDSELL,Beardsell Limited,7250,SMALLCAP
"1,724",KRITIKA,Kritika Wires Limited,7234,SMALLCAP
"1,725",PATINTLOG,Patel Integrated Logistics Limited,7104,SMALLCAP
"1,726",SETCO,Setco Automotive Limited,7090,SMALLCAP
"1,727",PRAENG,Prajay Engineers Syndicate Limited,7064,SMALLCAP
"1,728",ELECTHERM,Electrotherm (India) Limited,7034,SMALLCAP
"1,729",UCL,Ushanti Colour Chem Limited,6979,SMALLCAP
"1,730",PRAKASHSTL,Prakash Steelage Limited,6913,SMALLCAP
"1,731",CINEVISTA,Cinevista Limited,6892,SMALLCAP
"1,732",SUULD,Suumaya Industries Limited,6890,SMALLCAP
"1,733",FLEXITUFF,Flexituff Ventures International Limited,6818,SMALLCAP
"1,734",MDL,Marvel Decor Limited,6816,SMALLCAP
"1,735",HISARMETAL,Hisar Metal Industries Limited,6782,SMALLCAP
"1,736",SUVIDHAA,Suvidhaa Infoserve Limited,6742,SMALLCAP
"1,737",BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,6737,SMALLCAP
"1,738",MARSHALL,Marshall Machines Limited,6722,SMALLCAP
"1,739",ARIHANTACA,Arihant Academy Limited,6721,SMALLCAP
"1,740",CELEBRITY,Celebrity Fashions Limited,6692,SMALLCAP
"1,741",VIAZ,Viaz Tyres Limited,6652,SMALLCAP
"1,742",DHRUV,Dhruv Consultancy Services Limited,6620,SMALLCAP
"1,743",CENTEXT,Century Extrusions Limited,6600,SMALLCAP
"1,744",DOLLEX,Dollex Agrotech Limited,6517,SMALLCAP
"1,745",BHANDARI,Bhandari Hosiery Exports Limited,6374,SMALLCAP
"1,746",TREJHARA,TREJHARA SOLUTIONS LIMITED,6369,SMALLCAP
"1,747",FELIX,Felix Industries Limited,6364,SMALLCAP
"1,748",NGIL,Nakoda Group of Industries Limited,6361,SMALLCAP
"1,749",SUPREMEINF,Supreme Infrastructure India Limited,6360,SMALLCAP
"1,750",AGROPHOS,Agro Phos India Limited,6356,SMALLCAP
"1,751",MCL,Madhav Copper Limited,6243,SMALLCAP
"1,752",OILCOUNTUB,Oil Country Tubular Limited,6201,SMALLCAP
"1,753",UMA,Uma Converter Limited,6123,SMALLCAP
"1,754",MORARJEE,Morarjee Textiles Limited,6122,SMALLCAP
"1,755",SRIVASAVI,Srivasavi Adhesive Tapes Limited,6095,SMALLCAP
"1,756",AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,6092,SMALLCAP
"1,757",AAKASH,Aakash Exploration Services Limited,6024,SMALLCAP
"1,758",VASWANI,Vaswani Industries Limited,6000,SMALLCAP
"1,759",KANANIIND,Kanani Industries Limited,5936,SMALLCAP
"1,760",ARCHIES,Archies Limited,5928,SMALLCAP
"1,761",SHIVAMILLS,Shiva Mills Limited,5907,SMALLCAP
"1,762",IPSL,Integrated Personnel Services Limited,5873,SMALLCAP
"1,763",TREEHOUSE,Tree House Education & Accessories Limited,5839,SMALLCAP
"1,764",BDR,BDR Buildcon Limited,5824,SMALLCAP
"1,765",VERTEXPLUS,Vertexplus Technologies Limited,5784,SMALLCAP
"1,766",KEYFINSERV,Keynote Financial Services Limited,5780,SMALLCAP
"1,767",KHFM,Khfm Hospitality And Facility Management Services Limited,5763,SMALLCAP
"1,768",AROGRANITE,Aro Granite Industries Limited,5753,SMALLCAP
"1,769",SEYAIND,Seya Industries Limited,5739,SMALLCAP
"1,770",GIRIRAJ,Giriraj Civil Developers Limited,5710,SMALLCAP
"1,771",RSSOFTWARE,R. S. Software (India) Limited,5707,SMALLCAP
"1,772",ORIENTLTD,Orient Press Limited,5670,SMALLCAP
"1,773",EXCEL,Excel Realty N Infra Limited,5643,SMALLCAP
"1,774",RELIABLE,Reliable Data Services Limited,5573,SMALLCAP
"1,775",AAATECH,AAA Technologies Limited,5567,SMALLCAP
"1,776",AGRITECH,Agri-Tech (India) Limited,5551,SMALLCAP
"1,777",LGHL,Laxmi Goldorna House Limited,5531,SMALLCAP
"1,778",SHRENIK,Shrenik Limited,5508,SMALLCAP
"1,779",ANKITMETAL,Ankit Metal & Power Limited,5503,SMALLCAP
"1,780",JETFREIGHT,Jet Freight Logistics Limited,5476,SMALLCAP
"1,781",VARDMNPOLY,Vardhman Polytex Limited,5472,SMALLCAP
"1,782",NIRMAN,Nirman Agri Gentics Limited,5451,SMALLCAP
"1,783",SHREERAMA,Shree Rama Multi-Tech Limited,5427,SMALLCAP
"1,784",SIDDHIKA,Siddhika Coatings Limited,5366,SMALLCAP
"1,785",BVCL,Barak Valley Cements Limited,5341,SMALLCAP
"1,786",KKVAPOW,KKV Agro Powers Limited,5334,SMALLCAP
"1,787",HOVS,HOV Services Limited,5258,SMALLCAP
"1,788",AMBANIORG,Ambani Organics Limited,5210,SMALLCAP
"1,789",FSC,Future Supply Chain Solutions Limited,5178,SMALLCAP
"1,790",ABMINTLLTD,ABM International Limited,5170,SMALLCAP
"1,791",SEPOWER,S.E. Power Limited,5157,SMALLCAP
"1,792",BANARBEADS,Banaras Beads Limited,5143,SMALLCAP
"1,793",REGENCERAM,Regency Ceramics Limited,5130,SMALLCAP
"1,794",PODDARHOUS,Poddar Housing and Development Limited,5125,SMALLCAP
"1,795",PENTAGOLD,Penta Gold Limited,5065,SMALLCAP
"1,796",PARTYCRUS,Party Cruisers Limited,4945,SMALLCAP
"1,797",SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited,4859,SMALLCAP
"1,798",MALUPAPER,Malu Paper Mills Limited,4853,SMALLCAP
"1,799",MOKSH,Moksh Ornaments Limited,4776,SMALLCAP
"1,800",PULZ,Pulz Electronics Limited,4771,SMALLCAP
"1,801",RBMINFRA,Rbm Infracon Limited,4769,SMALLCAP
"1,802",ZENITHSTL,Zenith Steel Pipes & Industries Limited,4766,SMALLCAP
"1,803",NIDAN,Nidan Laboratories and Healthcare Limited,4705,SMALLCAP
"1,804",SAMBHAAV,Sambhaav Media Limited,4682,SMALLCAP
"1,805",UWCSL,Ultra Wiring Connectivity System Limited,4657,SMALLCAP
"1,806",BANG,Bang Overseas Limited,4644,SMALLCAP
"1,807",MRO,M.R. Organisation Limited,4625,SMALLCAP
"1,808",MINDPOOL,Mindpool Technologies Limited,4604,SMALLCAP
"1,809",TAPIFRUIT,Tapi Fruit Processing Limited,4589,SMALLCAP
"1,810",ABCOTS,A B Cotspin India Limited,4529,SMALLCAP
"1,811",PNC,Pritish Nandy Communications Limited,4478,SMALLCAP
"1,812",SURANI,Surani Steel Tubes Limited,4444,SMALLCAP
"1,813",PRECISION,Precision Metaliks Limited,4422,SMALLCAP
"1,814",TIMESGTY,Times Guaranty Limited,4411,SMALLCAP
"1,815",MANUGRAPH,Manugraph India Limited,4380,SMALLCAP
"1,816",ZENITHEXPO,Zenith Exports Limited,4263,SMALLCAP
"1,817",AARVEEDEN,Aarvee Denims & Exports Limited,4258,SMALLCAP
"1,818",SOMICONVEY,Somi Conveyor Beltings Limited,4241,SMALLCAP
"1,819",DKEGL,D.K. Enterprises Global Limited,4204,SMALLCAP
"1,820",ARHAM,Arham Technologies Limited,4188,SMALLCAP
"1,821",TIMESCAN,Timescan Logistics (India) Limited,4167,SMALLCAP
"1,822",SGL,STL Global Limited,4143,SMALLCAP
"1,823",WEWIN,WE WIN LIMITED,4125,SMALLCAP
"1,824",CMRSL,Cyber Media Research & Services Limited,4114,SMALLCAP
"1,825",SONUINFRA,Sonu Infratech Limited,4090,SMALLCAP
"1,826",VIVIANA,Viviana Power Tech Limited,4078,SMALLCAP
"1,827",AKASH,Akash Infra-Projects Limited,3996,SMALLCAP
"1,828",INDSWFTLTD,Ind-Swift Limited,3981,SMALLCAP
"1,829",KARMAENG,Karma Energy Limited,3974,SMALLCAP
"1,830",NAGREEKEXP,Nagreeka Exports Limited,3956,SMALLCAP
"1,831",BURNPUR,Burnpur Cement Limited,3919,SMALLCAP
"1,832",NIBL,NRB Industrial Bearings Limited,3889,SMALLCAP
"1,833",CUBEXTUB,Cubex Tubings Limited,3880,SMALLCAP
"1,834",AISL,ANI Integrated Services Limited,3875,SMALLCAP
"1,835",SHAIVAL,Shaival Reality Limited,3825,SMALLCAP
"1,836",VINEETLAB,Vineet Laboratories Limited,3817,SMALLCAP
"1,837",ARISTO,Aristo Bio-Tech And Lifescience Limited,3816,SMALLCAP
"1,838",TERASOFT,Tera Software Limited,3691,SMALLCAP
"1,839",CROWN,Crown Lifters Limited,3690,SMALLCAP
"1,840",JFLLIFE,Jfl Life Sciences Limited,3629,SMALLCAP
"1,841",GLOBE,Globe Textiles (India) Limited,3627,SMALLCAP
"1,842",3PLAND,3P Land Holdings Limited,3618,SMALLCAP
"1,843",VERA,Vera Synthetic Limited,3615,SMALLCAP
"1,844",MILTON,Milton Industries Limited,3577,SMALLCAP
"1,845",ADROITINFO,Adroit Infotech Limited,3571,SMALLCAP
"1,846",SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,3566,SMALLCAP
"1,847",AGNI,Agni Green Power Limited,3536,SMALLCAP
"1,848",LFIC,Lakshmi Finance & Industrial Corporation Limited,3525,SMALLCAP
"1,849",VSCL,Vadivarhe Speciality Chemicals Limited,3522,SMALLCAP
"1,850",MADHAV,Madhav Marbles and Granites Limited,3507,SMALLCAP
"1,851",UJAAS,Ujaas Energy Limited,3505,SMALLCAP
"1,852",SUPERSPIN,Super Spinning Mills Limited,3493,SMALLCAP
"1,853",RKDL,Ravi Kumar Distilleries Limited,3492,SMALLCAP
"1,854",AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,3487,SMALLCAP
"1,855",ACEINTEG,Ace Integrated Solutions Limited,3478,SMALLCAP
"1,856",OMFURN,Omfurn India Limited,3474,SMALLCAP
"1,857",SWARAJ,Swaraj Suiting Limited,3470,SMALLCAP
"1,858",AJOONI,Ajooni Biotech Limited,3461,SMALLCAP
"1,859",KHANDSE,Khandwala Securities Limited,3447,SMALLCAP
"1,860",SAGARDEEP,Sagardeep Alloys Limited,3437,SMALLCAP
"1,861",REXPIPES,Rex Pipes And Cables Industries Limited,3376,SMALLCAP
"1,862",ADL,Archidply Decor Limited,3329,SMALLCAP
"1,863",MCON,Mcon Rasayan India Limited,3300,SMALLCAP
"1,864",CADSYS,Cadsys (India) Limited,3286,SMALLCAP
"1,865",HBSL,HB Stockholdings Limited,3280,SMALLCAP
"1,866",SANGINITA,Sanginita Chemicals Limited,3272,SMALLCAP
"1,867",GANGAFORGE,Ganga Forging Limited,3232,SMALLCAP
"1,868",ABINFRA,A B Infrabuild Limited,3212,SMALLCAP
"1,869",PERFECT,Perfect Infraengineers Limited,3153,SMALLCAP
"1,870",NARMADA,Narmada Agrobase Limited,3109,SMALLCAP
"1,871",RMDRIP,R M Drip and Sprinklers Systems Limited,3077,SMALLCAP
"1,872",NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,3059,SMALLCAP
"1,873",LAXMICOT,Laxmi Cotspin Limited,3052,SMALLCAP
"1,874",PEARLPOLY,Pearl Polymers Limited,3039,SMALLCAP
"1,875",HECPROJECT,HEC Infra Projects Limited,2945,SMALLCAP
"1,876",SANWARIA,Sanwaria Consumer Limited,2944,SMALLCAP
"1,877",MEGAFLEX,Mega Flex Plastics Limited,2901,SMALLCAP
"1,878",GISOLUTION,GI Engineering Solutions Limited,2883,SMALLCAP
"1,879",PARASPETRO,Paras Petrofils Limited,2841,SMALLCAP
"1,880",RITEZONE,Rite Zone Chemcon India Limited,2834,SMALLCAP
"1,881",HEADSUP,Heads UP Ventures Limited,2804,SMALLCAP
"1,882",VCL,Vaxtex Cotfab Limited,2778,SMALLCAP
"1,883",PRITIKA,Pritika Engineering Components Limited,2764,SMALLCAP
"1,884",KEEPLEARN,DSJ Keep Learning Limited,2759,SMALLCAP
"1,885",COUNCODOS,Country Condo's Limited,2755,SMALLCAP
"1,886",ROLTA,Rolta India Limited,2737,SMALLCAP
"1,887",DHARSUGAR,Dharani Sugars & Chemicals Limited,2722,SMALLCAP
"1,888",ASLIND,ASL Industries Limited,2708,SMALLCAP
"1,889",AGARWALFT,Agarwal Float Glass India Limited,2680,SMALLCAP
"1,890",NEXTMEDIA,Next Mediaworks Limited,2676,SMALLCAP
"1,891",RICHA,Richa Info Systems Limited,2673,SMALLCAP
"1,892",DNAMEDIA,Diligent Media Corporation Limited,2648,SMALLCAP
"1,893",AMEYA,Ameya Precision Engineers Limited,2644,SMALLCAP
"1,894",DYNAMIC,Dynamic Services & Security Limited,2636,SMALLCAP
"1,895",LIBAS,Libas Consumer Products Limited,2634,SMALLCAP
"1,896",JETKNIT,Jet Knitwears Limited,2625,SMALLCAP
"1,897",BALKRISHNA,Balkrishna Paper Mills Limited,2588,SMALLCAP
"1,898",MTEDUCARE,MT Educare Limited,2564,SMALLCAP
"1,899",GODHA,Godha Cabcon & Insulation Limited,2554,SMALLCAP
"1,900",GOENKA,Goenka Diamond and Jewels Limited,2536,SMALLCAP
"1,901",HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,2533,SMALLCAP
"1,902",QUADPRO,Quadpro Ites Limited,2528,SMALLCAP
"1,903",QFIL,Quality Foils (India) Limited,2510,SMALLCAP
"1,904",MADHUCON,Madhucon Projects Limited,2509,SMALLCAP
"1,905",ROLLT,Rollatainers Limited,2501,SMALLCAP
"1,906",CYBERMEDIA,Cyber Media (India) Limited,2468,SMALLCAP
"1,907",JAKHARIA,JAKHARIA FABRIC LIMITED,2438,SMALLCAP
"1,908",VEEKAYEM,Veekayem Fashion and Apparels Limited,2359,SMALLCAP
"1,909",TGBHOTELS,TGB Banquets And Hotels Limited,2343,SMALLCAP
"1,910",VIVIDHA,Visagar Polytex Limited,2342,SMALLCAP
"1,911",FMNL,Future Market Networks Limited,2302,SMALLCAP
"1,912",WALPAR,Walpar Nutritions Limited,2293,SMALLCAP
"1,913",DESTINY,Destiny Logistics & Infra Limited,2293,SMALLCAP
"1,914",SUMEETINDS,Sumeet Industries Limited,2280,SMALLCAP
"1,915",ICDSLTD,ICDS Limited,2280,SMALLCAP
"1,916",LRRPL,Lead Reclaim And Rubber Products Limited,2228,SMALLCAP
"1,917",MPTODAY,Madhya Pradesh Today Media Limited,2220,SMALLCAP
"1,918",21STCENMGM,21st Century Management Services Limited,2184,SMALLCAP
"1,919",HYBRIDFIN,Hybrid Financial Services Limited,2178,SMALLCAP
"1,920",SABAR,Sabar Flex India Limited,2178,SMALLCAP
"1,921",TFL,Transwarranty Finance Limited,2177,SMALLCAP
"1,922",IMPEXFERRO,Impex Ferro Tech Limited,2154,SMALLCAP
"1,923",INFOMEDIA,Infomedia Press Limited,2133,SMALLCAP
"1,924",NKIND,NK Industries Limited,2121,SMALLCAP
"1,925",SHANTI,Shanti Overseas (India) Limited,2060,SMALLCAP
"1,926",GRCL,Gayatri Rubbers And Chemicals Limited,2060,SMALLCAP
"1,927",FEL,Future Enterprises Limited,2047,SMALLCAP
"1,928",THOMASCOTT,Thomas Scott (India) Limited,2035,SMALLCAP
"1,929",KHAITANLTD,Khaitan (India) Limited,2024,SMALLCAP
"1,930",WILLAMAGOR,Williamson Magor & Company Limited,1972,SMALLCAP
"1,931",LCCINFOTEC,LCC Infotech Limited,1962,SMALLCAP
"1,932",UNIINFO,Uniinfo Telecom Services Limited,1962,SMALLCAP
"1,933",ASMS,Bartronics India Limited,1949,SMALLCAP
"1,934",VIVO,Vivo Collaboration Solutions Limited,1803,SMALLCAP
"1,935",GAYAHWS,Gayatri Highways Limited,1797,SMALLCAP
"1,936",CALSOFT,California Software Company Limited,1785,SMALLCAP
"1,937",MOXSH,Moxsh Overseas Educon Limited,1770,SMALLCAP
"1,938",ORIENTALTL,Oriental Trimex Limited,1764,SMALLCAP
"1,939",ONELIFECAP,Onelife Capital Advisors Limited,1764,SMALLCAP
"1,940",VIJIFIN,Viji Finance Limited,1733,SMALLCAP
"1,941",DIGJAMLMTD,Digjam Limited,1664,SMALLCAP
"1,942",KRIDHANINF,Kridhan Infra Limited,1659,SMALLCAP
"1,943",SILLYMONKS,Silly Monks Entertainment Limited,1634,SMALLCAP
"1,944",MAKS,Maks Energy Solutions India Limited,1630,SMALLCAP
"1,945",TANTIACONS,Tantia Constructions Limited,1628,SMALLCAP
"1,946",SUPREMEENG,Supreme Engineering Limited,1625,SMALLCAP
"1,947",SILGO,Silgo Retail Limited,1597,SMALLCAP
"1,948",MOHITIND,Mohit Industries Limited,1593,SMALLCAP
"1,949",EDUCOMP,Educomp Solutions Limited,1592,SMALLCAP
"1,950",EASTSILK,Eastern Silk Industries Limited,1540,SMALLCAP
"1,951",KANDARP,Kandarp Digi Smart BPO Limited,1525,SMALLCAP
"1,952",CMICABLES,CMI Limited,1499,SMALLCAP
"1,953",NATNLSTEEL,National Steel And Agro Industries Limited,1446,SMALLCAP
"1,954",MITTAL,Mittal Life Style Limited,1441,SMALLCAP
"1,955",SPRL,Sp Refractories Limited,1432,SMALLCAP
"1,956",ORTINLAB,Ortin Laboratories Limited,1427,SMALLCAP
"1,957",BRIGHT,Bright Solar Limited,1384,SMALLCAP
"1,958",KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,1368,SMALLCAP
"1,959",GUJRAFFIA,Gujarat Raffia Industries Limited,1351,SMALLCAP
"1,960",MASKINVEST,Mask Investments Limited,1335,SMALLCAP
"1,961",ISHAN,Ishan International Limited,1297,SMALLCAP
"1,962",CONTI,Continental Seeds and Chemicals Limited,1275,SMALLCAP
"1,963",AMIABLE,Amiable Logistics (India) Limited,1261,SMALLCAP
"1,964",AILIMITED,Abhishek Integrations Limited,1233,SMALLCAP
"1,965",EUROTEXIND,Eurotex Industries and Exports Limited,1216,SMALLCAP
"1,966",TIJARIA,Tijaria Polypipes Limited,1202,SMALLCAP
"1,967",TNTELE,Tamilnadu Telecommunication Limited,1201,SMALLCAP
"1,968",KALYANI,Kalyani Commercials Limited,1193,SMALLCAP
"1,969",SETUINFRA,Setubandhan Infrastructure Limited,1131,SMALLCAP
"1,970",GRETEX,Gretex Industries Limited,1127,SMALLCAP
"1,971",LYPSAGEMS,Lypsa Gems & Jewellery Limited,1091,SMALLCAP
"1,972",METALFORGE,Metalyst Forgings Limited,1089,SMALLCAP
"1,973",SSINFRA,S.S. Infrastructure Development Consultants Limited,1084,SMALLCAP
"1,974",SMVD,SMVD Poly Pack Limited,1053,SMALLCAP
"1,975",RMCL,Radha Madhav Corporation Limited,1036,SMALLCAP
"1,976",JALAN,Jalan Transolutions (India) Limited,1025,SMALLCAP
"1,977",SANCO,Sanco Industries Limited,994,SMALLCAP
"1,978",VASA,Vasa Retail and Overseas Ltd,956,SMALLCAP
"1,979",KAVVERITEL,Kavveri Telecom Products Limited,946,SMALLCAP
